unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,year,zip
643475,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2019,2019-06-01,12.75,2019,11203
667370,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2019-20,2019-12-01,26.13,2019,11203
649819,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2019,2019-01-01,6.31,2019,11203
649858,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Annual Average 2019,2019-01-01,6.19,2019,11414
669642,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Winter 2019-20,2019-12-01,7.4,2019,11414
649886,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Summer 2019,2019-06-01,7.31,2019,10314
669615,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Winter 2019-20,2019-12-01,6.38,2019,10314
643459,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Average 2019,2019-01-01,19.98,2019,11201
643531,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2019,2019-01-01,22.39,2019,10002
643481,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2019,2019-06-01,13,2019,11209
643487,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2019,2019-06-01,16.66,2019,11206
667496,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2019-20,2019-12-01,21,2019,10302
643522,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Annual Average 2019,2019-01-01,10.04,2019,11691
650996,386,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer 2019,2019-06-01,29.64,2019,10314
643444,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2019,2019-01-01,13.5,2019,10463
643447,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2019,2019-01-01,14.67,2019,10466
643492,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2019,2019-01-01,19.7,2019,10026
667334,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2019-20,2019-12-01,29.27,2019,11211
667340,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2019-20,2019-12-01,28.64,2019,11201
667310,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2019-20,2019-12-01,21.27,2019,10463
643501,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Annual Average 2019,2019-01-01,20.24,2019,11101
643543,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Annual Average 2019,2019-01-01,18.42,2019,10453
669675,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2019-20,2019-12-01,7.56,2019,11209
649826,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2019,2019-06-01,7.79,2019,11209
649883,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Summer 2019,2019-06-01,7.56,2019,10302
669618,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Winter 2019-20,2019-12-01,7.31,2019,10302
649789,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Annual Average 2019,2019-01-01,6.71,2019,10463
669624,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Winter 2019-20,2019-12-01,10.18,2019,10002
649877,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Summer 2019,2019-06-01,9.91,2019,10002
669699,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Winter 2019-20,2019-12-01,8.59,2019,11211
649805,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Summer 2019,2019-06-01,8.9,2019,11201
649856,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Summer 2019,2019-06-01,7.91,2019,11374
649847,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Summer 2019,2019-06-01,9.28,2019,11101
669612,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Winter 2019-20,2019-12-01,7.28,2019,10453
649889,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Summer 2019,2019-06-01,8.45,2019,10453
649862,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Summer 2019,2019-06-01,7.48,2019,11412
669639,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Winter 2019-20,2019-12-01,7.45,2019,11412
643502,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2019,2019-06-01,17.72,2019,11101
667508,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Winter 2019-20,2019-12-01,25.27,2019,10453
649868,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Summer 2019,2019-06-01,7.02,2019,11691
669633,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Winter 2019-20,2019-12-01,6.12,2019,11691
650995,386,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2019,2019-06-01,28.46,2019,10302
650993,386,Ozone (O3),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2019,2019-06-01,25.41,2019,10002
669663,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Winter 2019-20,2019-12-01,7.56,2019,10026
649838,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Summer 2019,2019-06-01,8.19,2019,10026
669666,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Winter 2019-20,2019-12-01,7.35,2019,10031
650968,386,Ozone (O3),Mean,ppb,UHF34,201,Greenpoint,Summer 2019,2019-06-01,27.77,2019,11211
650984,386,Ozone (O3),Mean,ppb,UHF34,402,West Queens,Summer 2019,2019-06-01,29.95,2019,11368
650979,386,Ozone (O3),Mean,ppb,UHF34,301,Washington Heights,Summer 2019,2019-06-01,27.73,2019,10031
650990,386,Ozone (O3),Mean,ppb,UHF34,410,Rockaways,Summer 2019,2019-06-01,37.44,2019,11691
643495,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2019,2019-01-01,19.4,2019,10029
667346,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2019-20,2019-12-01,27.58,2019,11213
667436,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2019-20,2019-12-01,22.92,2019,11354
650970,386,Ozone (O3),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2019,2019-06-01,30.46,2019,11213
649795,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2019,2019-01-01,6.7,2019,10458
649808,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2019,2019-06-01,8.11,2019,11213
649853,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Summer 2019,2019-06-01,7.76,2019,11354
669627,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Winter 2019-20,2019-12-01,11.26,2019,10001
649874,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Summer 2019,2019-06-01,11.09,2019,10001
649871,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Summer 2019,2019-06-01,10.07,2019,10021
669630,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Winter 2019-20,2019-12-01,9.71,2019,10021
650992,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2019,2019-06-01,24.24,2019,10001
649865,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Summer 2019,2019-06-01,7.18,2019,11004
643532,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2019,2019-06-01,21.16,2019,10002
667484,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2019-20,2019-12-01,30.71,2019,10002
643544,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer 2019,2019-06-01,15.15,2019,10453
643523,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Summer 2019,2019-06-01,7.33,2019,11691
667466,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Winter 2019-20,2019-12-01,17.57,2019,11691
667502,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Winter 2019-20,2019-12-01,16.54,2019,10314
667418,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2019-20,2019-12-01,28.11,2019,10023
643526,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2019,2019-06-01,22.29,2019,10021
669648,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Winter 2019-20,2019-12-01,7.82,2019,11354
649880,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2019,2019-06-01,7.31,2019,11361
669621,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2019-20,2019-12-01,7.64,2019,11361
669636,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Winter 2019-20,2019-12-01,7.16,2019,11004
650989,386,Ozone (O3),Mean,ppb,UHF34,409,Southeast Queens,Summer 2019,2019-06-01,33.41,2019,11004
650994,386,Ozone (O3),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2019,2019-06-01,31.73,2019,11361
649859,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Summer 2019,2019-06-01,7.54,2019,11414
669645,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Winter 2019-20,2019-12-01,7.7,2019,11374
649850,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Summer 2019,2019-06-01,8.61,2019,11368
669651,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Winter 2019-20,2019-12-01,8.24,2019,11368
643538,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Summer 2019,2019-06-01,12.41,2019,10302
643541,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Summer 2019,2019-06-01,8.76,2019,10314
650986,386,Ozone (O3),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2019,2019-06-01,31.3,2019,11374
650980,386,Ozone (O3),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2019,2019-06-01,27.07,2019,10026
667448,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2019-20,2019-12-01,23.92,2019,11414
643514,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Summer 2019,2019-06-01,11.69,2019,11414
650974,386,Ozone (O3),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2019,2019-06-01,31.43,2019,11203
650987,386,Ozone (O3),Mean,ppb,UHF34,407,Southwest Queens,Summer 2019,2019-06-01,33.31,2019,11414
650997,386,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2019,2019-06-01,29.16,2019,10453
650983,386,Ozone (O3),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2019,2019-06-01,28.36,2019,11101
669654,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Winter 2019-20,2019-12-01,8.31,2019,11101
643505,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Summer 2019,2019-06-01,15.58,2019,11368
667430,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2019-20,2019-12-01,26.72,2019,11368
667442,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2019-20,2019-12-01,25.26,2019,11374
643511,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2019,2019-06-01,12.77,2019,11374
667472,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2019-20,2019-12-01,31.84,2019,10021
667478,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2019-20,2019-12-01,32.94,2019,10001
643529,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2019,2019-06-01,24.12,2019,10001
650982,386,Ozone (O3),Mean,ppb,UHF34,304,Upper West Side,Summer 2019,2019-06-01,25.59,2019,10023
650985,386,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2019,2019-06-01,31.31,2019,11354
650991,386,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2019,2019-06-01,24.98,2019,10021
643508,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2019,2019-06-01,13.61,2019,11354
649835,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Summer 2019,2019-06-01,8.17,2019,10031
649882,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2019,2019-01-01,6.05,2019,10302
649876,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2019,2019-01-01,8.67,2019,10002
649885,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Annual Average 2019,2019-01-01,5.87,2019,10314
649855,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Annual Average 2019,2019-01-01,6.56,2019,11374
649849,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Annual Average 2019,2019-01-01,7.35,2019,11368
649841,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Summer 2019,2019-06-01,8.27,2019,10029
669660,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Winter 2019-20,2019-12-01,7.83,2019,10029
649852,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Annual Average 2019,2019-01-01,6.61,2019,11354
649873,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Annual Average 2019,2019-01-01,10.02,2019,10001
649870,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Annual Average 2019,2019-01-01,8.98,2019,10021
649802,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Summer 2019,2019-06-01,9.93,2019,11211
643493,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2019,2019-06-01,16.78,2019,10026
667406,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2019-20,2019-12-01,26.6,2019,10026
667400,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2019-20,2019-12-01,24.61,2019,10031
643490,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Summer 2019,2019-06-01,14.03,2019,10031
649844,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Summer 2019,2019-06-01,8.55,2019,10023
669657,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Winter 2019-20,2019-12-01,7.87,2019,10023
643496,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2019,2019-06-01,16.73,2019,10029
667412,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2019-20,2019-12-01,26.76,2019,10029
649888,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Annual Average 2019,2019-01-01,7.33,2019,10453
649861,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Annual Average 2019,2019-01-01,6.24,2019,11412
649817,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Summer 2019,2019-06-01,7.91,2019,11204
669684,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Winter 2019-20,2019-12-01,7.49,2019,11204
643517,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Summer 2019,2019-06-01,13.06,2019,11412
667454,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Winter 2019-20,2019-12-01,22.29,2019,11412
667424,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2019-20,2019-12-01,27.62,2019,11101
649867,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Annual Average 2019,2019-01-01,5.59,2019,11691
649829,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Summer 2019,2019-06-01,7.64,2019,11223
669672,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Winter 2019-20,2019-12-01,6.98,2019,11223
643484,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2019,2019-06-01,9.97,2019,11223
667388,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Winter 2019-20,2019-12-01,22.1,2019,11223
643457,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Summer 2019,2019-06-01,19.22,2019,11211
643499,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2019,2019-06-01,18.84,2019,10023
650981,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2019,2019-06-01,27.51,2019,10029
643525,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2019,2019-01-01,24.05,2019,10021
643528,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Annual Average 2019,2019-01-01,25.2,2019,10001
643507,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Annual Average 2019,2019-01-01,16.26,2019,11354
669690,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Winter 2019-20,2019-12-01,7.4,2019,11207
643504,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2019,2019-01-01,18.67,2019,11368
643510,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Annual Average 2019,2019-01-01,16.24,2019,11374
649811,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Summer 2019,2019-06-01,8.02,2019,11207
643498,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2019,2019-01-01,20.8,2019,10023
643489,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Annual Average 2019,2019-01-01,17.27,2019,10031
643472,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Summer 2019,2019-06-01,13.58,2019,11204
667364,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Winter 2019-20,2019-12-01,25.64,2019,11204
650988,386,Ozone (O3),Mean,ppb,UHF34,408,Jamaica,Summer 2019,2019-06-01,32.83,2019,11412
667394,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2019-20,2019-12-01,28.7,2019,11206
650978,386,Ozone (O3),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2019,2019-06-01,29.34,2019,11206
643537,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2019,2019-01-01,14.17,2019,10302
643486,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2019,2019-01-01,19.67,2019,11206
643466,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Summer 2019,2019-06-01,11.97,2019,11207
667352,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2019-20,2019-12-01,25.5,2019,11207
669693,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2019-20,2019-12-01,7.81,2019,11213
669702,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Winter 2019-20,2019-12-01,7.28,2019,10461
649799,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Summer 2019,2019-06-01,7.81,2019,10461
649796,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Summer 2019,2019-06-01,7.77,2019,10458
669705,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Winter 2019-20,2019-12-01,6.68,2019,10458
649840,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Annual Average 2019,2019-01-01,7.11,2019,10029
650977,386,Ozone (O3),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2019,2019-06-01,33.33,2019,11223
669696,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Winter 2019-20,2019-12-01,8.55,2019,11201
649834,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Annual Average 2019,2019-01-01,7.11,2019,10031
649837,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2019,2019-01-01,7,2019,10026
649801,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Annual Average 2019,2019-01-01,8.56,2019,11211
643513,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Annual Average 2019,2019-01-01,15.14,2019,11414
643516,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2019,2019-01-01,15.51,2019,11412
649823,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Summer 2019,2019-06-01,7.71,2019,11234
669678,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2019-20,2019-12-01,6.85,2019,11234
649846,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Annual Average 2019,2019-01-01,7.99,2019,11101
643540,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Annual Average 2019,2019-01-01,10.97,2019,10314
649843,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2019,2019-01-01,7.38,2019,10023
649810,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Annual Average 2019,2019-01-01,6.56,2019,11207
649807,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2019,2019-01-01,6.61,2019,11213
