unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,year,zip
667238,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2019-20,2019-12-01,22.92,2019,11354
649771,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Annual Average 2019,2019-01-01,6.01,2019,11004
649774,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2019,2019-01-01,5.59,2019,11691
649783,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Annual Average 2019,2019-01-01,5.96,2019,10314
649759,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Annual Average 2019,2019-01-01,6.56,2019,11374
643409,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2019,2019-06-01,13.61,2019,11354
667190,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2019-20,2019-12-01,29.8,2019,10021
643385,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Summer 2019,2019-06-01,20.08,2019,10021
643379,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2019,2019-06-01,16.73,2019,10029
669777,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Winter 2019-20,2019-12-01,7.83,2019,10029
643427,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Summer 2019,2019-06-01,12.99,2019,11004
643400,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2019,2019-06-01,23.09,2019,10004
667220,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2019-20,2019-12-01,32.12,2019,10004
643397,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2019,2019-06-01,20.28,2019,10002
667214,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2019-20,2019-12-01,30.06,2019,10002
669789,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2019-20,2019-12-01,6.98,2019,11223
649712,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2019,2019-06-01,7.64,2019,11223
649777,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Annual Average 2019,2019-01-01,6.34,2019,10302
643403,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2019,2019-06-01,17.72,2019,11101
643406,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Summer 2019,2019-06-01,15.58,2019,11368
667232,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2019-20,2019-12-01,26.72,2019,11368
667154,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2019-20,2019-12-01,22.1,2019,11223
643367,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2019,2019-06-01,9.97,2019,11223
643355,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2019,2019-06-01,13.58,2019,11204
667130,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2019-20,2019-12-01,25.64,2019,11204
643388,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2019,2019-06-01,24.86,2019,10001
669780,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Winter 2019-20,2019-12-01,7.56,2019,10026
649733,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Summer 2019,2019-06-01,11.24,2019,10001
669813,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Winter 2019-20,2019-12-01,8.55,2019,11201
649688,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Summer 2019,2019-06-01,8.9,2019,11201
643376,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2019,2019-06-01,16.78,2019,10026
649768,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Annual Average 2019,2019-01-01,6.24,2019,11412
643391,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2019,2019-06-01,24.78,2019,10010
643424,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Summer 2019,2019-06-01,13.05,2019,11412
667268,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Winter 2019-20,2019-12-01,22.29,2019,11412
667208,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2019-20,2019-12-01,31.63,2019,10012
667202,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2019-20,2019-12-01,34.16,2019,10010
643394,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2019,2019-06-01,22.64,2019,10012
649736,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Summer 2019,2019-06-01,11.11,2019,10010
669765,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Winter 2019-20,2019-12-01,11,2019,10010
649787,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Summer 2019,2019-06-01,7.25,2019,10306
649757,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Summer 2019,2019-06-01,7.29,2019,11361
669744,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Winter 2019-20,2019-12-01,7.65,2019,11361
649685,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Summer 2019,2019-06-01,9.93,2019,11211
649718,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Summer 2019,2019-06-01,8.17,2019,10031
649730,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Summer 2019,2019-06-01,9.14,2019,10021
649724,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Summer 2019,2019-06-01,8.27,2019,10029
649697,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2019,2019-06-01,8.86,2019,11220
649691,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2019,2019-06-01,8.11,2019,11213
649703,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Summer 2019,2019-06-01,7.87,2019,11203
669798,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Winter 2019-20,2019-12-01,7.47,2019,11203
669819,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Winter 2019-20,2019-12-01,7.34,2019,10454
649700,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Summer 2019,2019-06-01,7.91,2019,11204
669801,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Winter 2019-20,2019-12-01,7.49,2019,11204
669822,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Winter 2019-20,2019-12-01,7.11,2019,10451
669792,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2019-20,2019-12-01,7.56,2019,11209
649709,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Summer 2019,2019-06-01,7.79,2019,11209
667136,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2019-20,2019-12-01,26.13,2019,11203
669783,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Winter 2019-20,2019-12-01,7.35,2019,10031
667166,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Winter 2019-20,2019-12-01,24.62,2019,10031
643373,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Summer 2019,2019-06-01,14.03,2019,10031
650957,386,Ozone (O3),Mean,ppb,UHF42,408,Jamaica,Summer 2019,2019-06-01,32.83,2019,11412
650946,386,Ozone (O3),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2019,2019-06-01,23.96,2019,10010
643337,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2019,2019-06-01,15.52,2019,10454
650928,386,Ozone (O3),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2019,2019-06-01,29.58,2019,10454
650936,386,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2019,2019-06-01,34.05,2019,11234
650954,386,Ozone (O3),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2019,2019-06-01,31.3,2019,11374
643352,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2019,2019-06-01,16.21,2019,11220
667124,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2019-20,2019-12-01,26.36,2019,11220
643346,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2019,2019-06-01,14.34,2019,11213
650931,386,Ozone (O3),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2019,2019-06-01,30.46,2019,11213
643438,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2019,2019-01-01,12.21,2019,10314
643414,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2019,2019-01-01,16.24,2019,11374
643343,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2019,2019-06-01,17.99,2019,11201
667106,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Winter 2019-20,2019-12-01,28.64,2019,11201
650950,386,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2019,2019-06-01,28.36,2019,11101
650929,386,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2019,2019-06-01,27.77,2019,11211
650922,386,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2019,2019-06-01,28.43,2019,10463
650958,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2019,2019-06-01,33.42,2019,11004
650959,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2019,2019-06-01,37.44,2019,11691
650948,386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2019,2019-06-01,25.72,2019,10002
650949,386,Ozone (O3),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2019,2019-06-01,24.72,2019,10004
643334,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2019,2019-06-01,15.43,2019,10451
667148,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2019-20,2019-12-01,23.75,2019,11209
650937,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2019,2019-06-01,30.83,2019,11209
643426,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2019,2019-01-01,14.5,2019,11004
643423,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Annual Average 2019,2019-01-01,15.51,2019,11412
643390,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2019,2019-01-01,26.22,2019,10010
650945,386,Ozone (O3),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2019,2019-06-01,23.84,2019,10001
650941,386,Ozone (O3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2019,2019-06-01,27.07,2019,10026
650930,386,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2019,2019-06-01,27.61,2019,11201
643417,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2019,2019-01-01,15.36,2019,11365
643387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2019,2019-01-01,26.02,2019,10001
643408,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2019,2019-01-01,16.26,2019,11354
643378,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2019,2019-01-01,19.4,2019,10029
649747,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2019,2019-01-01,7.99,2019,11101
643399,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2019,2019-01-01,24.17,2019,10004
643396,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2019,2019-01-01,21.57,2019,10002
649744,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Annual Average 2019,2019-01-01,8.23,2019,10004
649738,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2019,2019-01-01,9.65,2019,10012
649735,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2019,2019-01-01,10.09,2019,10010
649720,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2019,2019-01-01,7,2019,10026
649753,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Annual Average 2019,2019-01-01,6.61,2019,11354
649723,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2019,2019-01-01,7.11,2019,10029
649741,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Annual Average 2019,2019-01-01,8.87,2019,10002
649780,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Annual Average 2019,2019-01-01,5.9,2019,10301
643375,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2019,2019-01-01,19.7,2019,10026
643342,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Annual Average 2019,2019-01-01,19.98,2019,11201
643372,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Annual Average 2019,2019-01-01,17.27,2019,10031
643318,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2019,2019-01-01,13.5,2019,10463
643384,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2019,2019-01-01,22.13,2019,10021
643366,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2019,2019-01-01,13.5,2019,11223
643363,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2019,2019-01-01,15.7,2019,11209
643333,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2019,2019-01-01,18.76,2019,10451
650963,386,Ozone (O3),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2019,2019-06-01,30.14,2019,10306
650943,386,Ozone (O3),Mean,ppb,UHF42,304,Upper West Side,Summer 2019,2019-06-01,25.59,2019,10023
643345,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2019,2019-01-01,17.69,2019,11213
643330,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2019,2019-01-01,17.64,2019,10453
649687,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Annual Average 2019,2019-01-01,7.44,2019,11201
649711,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2019,2019-01-01,6.04,2019,11223
649708,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2019,2019-01-01,6.21,2019,11209
649729,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Annual Average 2019,2019-01-01,8,2019,10021
649702,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Annual Average 2019,2019-01-01,6.31,2019,11203
667142,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2019-20,2019-12-01,22.86,2019,11234
649699,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Annual Average 2019,2019-01-01,6.32,2019,11204
650934,386,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2019,2019-06-01,30.62,2019,11204
650927,386,Ozone (O3),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2019,2019-06-01,28.62,2019,10451
667088,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Winter 2019-20,2019-12-01,25.81,2019,10451
649696,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Annual Average 2019,2019-01-01,7.32,2019,11220
649690,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2019,2019-01-01,6.61,2019,11213
650933,386,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2019,2019-06-01,28.83,2019,11220
650924,386,Ozone (O3),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2019,2019-06-01,29.64,2019,10458
667070,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Winter 2019-20,2019-12-01,22.59,2019,10458
643325,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2019,2019-06-01,12.17,2019,10458
649717,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Annual Average 2019,2019-01-01,7.11,2019,10031
649663,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Annual Average 2019,2019-01-01,6.71,2019,10463
667058,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2019-20,2019-12-01,21.27,2019,10463
643319,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2019,2019-06-01,10.39,2019,10463
649670,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Summer 2019,2019-06-01,7.77,2019,10458
669825,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2019-20,2019-12-01,7.37,2019,10453
649676,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Summer 2019,2019-06-01,8.27,2019,10453
649664,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Summer 2019,2019-06-01,7.78,2019,10463
669837,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Winter 2019-20,2019-12-01,6.37,2019,10463
649706,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Summer 2019,2019-06-01,7.71,2019,11234
669795,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Winter 2019-20,2019-12-01,6.85,2019,11234
649666,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Annual Average 2019,2019-01-01,6.68,2019,10466
643322,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2019,2019-06-01,12.28,2019,10466
667064,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Winter 2019-20,2019-12-01,21.91,2019,10466
649667,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Summer 2019,2019-06-01,7.7,2019,10466
669834,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2019-20,2019-12-01,6.66,2019,10466
643442,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2019,2019-06-01,7.82,2019,10306
667304,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Winter 2019-20,2019-12-01,15.41,2019,10306
643412,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2019,2019-06-01,12.49,2019,11361
667244,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Winter 2019-20,2019-12-01,19.92,2019,11361
649726,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Annual Average 2019,2019-01-01,7.38,2019,10023
649678,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Annual Average 2019,2019-01-01,7.14,2019,10451
669786,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Winter 2019-20,2019-12-01,8.29,2019,11206
649715,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Summer 2019,2019-06-01,8.96,2019,11206
643349,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2019,2019-06-01,11.97,2019,11207
667118,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Winter 2019-20,2019-12-01,25.5,2019,11207
643370,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2019,2019-06-01,16.66,2019,11206
669774,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Winter 2019-20,2019-12-01,7.87,2019,10023
669807,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Winter 2019-20,2019-12-01,7.4,2019,11207
649694,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Summer 2019,2019-06-01,8.02,2019,11207
650953,386,Ozone (O3),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2019,2019-06-01,31.68,2019,11361
650932,386,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2019,2019-06-01,32.61,2019,11207
643441,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2019,2019-01-01,10.23,2019,10306
643411,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2019,2019-01-01,14.17,2019,11361
649786,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Annual Average 2019,2019-01-01,5.81,2019,10306
649756,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2019,2019-01-01,6.21,2019,11361
643348,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2019,2019-01-01,15.81,2019,11207
649714,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Annual Average 2019,2019-01-01,7.5,2019,11206
649693,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Annual Average 2019,2019-01-01,6.56,2019,11207
649672,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Annual Average 2019,2019-01-01,6.74,2019,10461
649673,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Summer 2019,2019-06-01,7.81,2019,10461
669828,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Winter 2019-20,2019-12-01,7.28,2019,10461
643327,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2019,2019-01-01,15.47,2019,10461
